Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Age Group,Has Dependents,Total Charges Per Month
6726-WEXXK,Male,72,Yes,0,Fields Landing,95537,40.726949,-124.217378,7,27,No Offer,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.7147589392825648,-0.026599911473305603,-0.24829533787400415,-0.2732809709900021,0.4262286100264086,3330.07,Stayed,65+,0,3415.9700000000003
6727-IOTLZ,Male,48,Yes,0,Pasadena,91101,34.146635,-118.139225,3,14,Offer D,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.5881756187479406,-0.4847856958874701,-0.24829533787400415,-0.2732809709900021,-0.7992809603367287,1254.13,Stayed,45-54,0,1336.08
6728-CZFEI,Female,28,No,0,Sacramento,95819,38.567594,-121.437507,0,15,No Offer,Yes,Yes,DSL,No,No,No,No,Yes,No,No,Yes,One Year,No,Credit Card,-0.23862176600985813,-0.5950353402616012,4.209723019862994,-0.2732809709900021,-0.7685484368728858,995.07,Stayed,25-34,0,1051.22
6728-DKUCO,Female,25,Yes,0,Santa Monica,90405,34.005439,-118.477507,1,72,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.2996059265627906,2.2163195596953544,-0.24829533787400415,-0.2732809709900021,1.310963865639816,9162.09,Stayed,25-34,0,9266.24
6728-VOIFY,Female,20,Yes,0,Palo Cedro,96073,40.582399,-122.195512,5,63,Offer B,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,1.0384276829280594,1.689760021445802,-0.24829533787400415,0.9217011556755099,0.6413798965050266,7431.88,Stayed,18-24,0,7527.88
6728-WYQBC,Male,52,No,0,Escondido,92027,33.141265,-116.967221,0,1,Offer E,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,-1.3666554072298005,-0.9970041757333432,-0.24829533787400415,-0.2732809709900021,-0.8820650713890252,23.24,Joined,45-54,0,44.19
6729-FZWSY,Male,45,No,0,Penn Valley,95946,39.203817,-121.19584,0,67,Offer A,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,-1.4147250226226957,-0.478519756523401,-0.24829533787400415,-0.2732809709900021,-0.16860280683987114,1802.3,Stayed,45-54,0,1821.75
6729-GDNGC,Female,71,No,0,Westport,95488,39.724433,-123.767578,0,20,No Offer,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,0.5481176059205278,-0.29396136645143656,-0.24829533787400415,-0.2732809709900021,-0.3771280573218649,2044.0,Stayed,65+,0,2124.7000000000003
6732-FZUGP,Female,30,No,0,Berkeley,94705,37.858898,-122.240512,0,47,Offer B,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,1.0031766316399364,1.0302919665443053,-0.24829533787400415,-0.2732809709900021,1.349598025613002,6507.0,Stayed,25-34,0,6601.9
6732-VAILE,Male,33,Yes,0,Montclair,91763,34.072121,-117.698319,10,70,No Offer,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.7163612597956612,1.6112151477271894,-0.24829533787400415,-0.2732809709900021,1.6005251820270465,8035.95,Stayed,25-34,0,8121.9
6733-LRIZX,Male,42,No,0,Bodega Bay,94923,38.377165,-123.037957,0,35,No Offer,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,1.4534286958200553,0.7700569144344642,-0.24829533787400415,-0.2732809709900021,-0.05509798343959017,4727.95,Stayed,35-44,0,4836.9
6734-CKRSM,Female,38,No,0,Stirling City,95978,39.904002,-121.527823,0,3,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Mailed Check,-1.397099496978634,-0.9781842944743611,-0.24829533787400415,-0.2732809709900021,-0.7423277596669935,184.2,Joined,35-44,0,204.2
6734-FQAJX,Male,65,No,0,Somerset,95684,38.606703,-120.586659,0,67,No Offer,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,1.3284476957985274,2.158359620577715,-0.24829533787400415,-0.2732809709900021,1.824003305185914,9465.11,Stayed,65+,0,9570.16
6734-GMPVK,Male,34,No,0,Santa Maria,93454,34.943523,-120.256729,0,5,Offer E,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1.33645929836401,-0.7632890500869212,-0.24829533787400415,-0.2732809709900021,-0.6210866553793886,773.85,Stayed,25-34,0,879.15
6734-JDTTV,Male,55,Yes,1,Manton,96059,40.426679,-121.850421,5,65,Offer B,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,-1.4019064585179235,-0.44714593336950587,-0.24829533787400415,-0.2732809709900021,1.6847974936775156,3442.6,Stayed,55-64,1,3462.45
6734-PSBAW,Male,46,Yes,0,Santa Fe Springs,90670,33.933565,-118.062611,1,72,Offer A,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,-1.2833347405487818,-0.24553271538055046,-0.24829533787400415,-0.2732809709900021,-0.7265953533434583,1857.87,Stayed,45-54,0,1881.42
6736-DHUQI,Female,64,Yes,3,Fairfax,94930,37.971751,-122.611873,5,67,No Offer,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,0.6795078879944414,1.4640758885054403,-0.24829533787400415,-0.2732809709900021,-0.6101731843261253,5830.79,Stayed,55-64,1,5915.59
6738-ISCBM,Male,55,No,0,Northridge,91324,34.238208,-118.55029,0,44,No Offer,No,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,-0.30752154807300797,0.07054421183654018,0.44388066033267715,-0.2732809709900021,-0.884769816920624,2434.78,Stayed,55-64,0,2488.78
6741-EGCBI,Male,69,No,0,Hacienda Heights,91745,33.998471,-117.973758,0,30,No Offer,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,0.8621724264874435,0.13920478684000143,-0.24829533787400415,-0.2732809709900021,-0.7416190927154829,2717.05,Stayed,65+,0,2807.5499999999997
6741-QRLUP,Female,50,No,0,Olema,94950,38.052209,-122.775567,0,63,No Offer,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.5352990418157556,1.198016160367028,-0.24829533787400415,-0.2732809709900021,1.4472405204153043,6969.77,Stayed,45-54,0,7050.070000000001
6743-HHQPF,Male,26,Yes,0,Capay,95607,38.681651,-122.130569,5,42,No Offer,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,-1.23366280464279,-0.522116574070586,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,1097.15,Stayed,25-34,0,1122.25
6745-JEFZB,Male,64,Yes,0,El Cajon,92019,32.785165,-116.862648,2,35,No Offer,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,0.8942188367493736,0.4218339532263571,4.91328765423761,3.311665409006534,0.10116307936849685,4120.31,Stayed,55-64,0,4211.8099999999995
6746-WAUWT,Male,62,No,0,Salida,95368,37.713152,-121.08739,0,19,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,-1.4067134200572131,-0.835700363442114,-0.24829533787400415,-0.2732809709900021,-0.2891824886393996,890.76,Stayed,55-64,0,910.46
6749-UTDVX,Male,64,No,0,Brownsville,95919,39.440687,-121.263583,0,72,Offer A,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,1.2835827214318254,2.362708671246757,-0.24829533787400415,-0.2732809709900021,0.03961535462980131,8417.44,Stayed,55-64,0,8521.09
6752-APNJL,Male,30,Yes,1,Woodlake,93286,36.464635,-119.094348,7,42,No Offer,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-0.2914983429420429,0.009164481868793038,-0.24829533787400415,-0.2732809709900021,0.054284760526070654,3096.21,Stayed,25-34,1,3150.71
6754-LZUKA,Male,29,Yes,0,Escondido,92027,33.141265,-116.967221,1,61,No Offer,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.5545268879729139,1.1702827597309897,-0.24829533787400415,-0.2732809709900021,0.7946645581167691,6354.41,Stayed,25-34,0,6435.3099999999995
6754-WKSHP,Male,61,No,2,Brisbane,94005,37.684694,-122.40712,0,30,Offer C,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,-1.2256512020773076,-0.6870828720464471,-0.24829533787400415,-0.2732809709900021,-0.733469422773111,851.4,Stayed,55-64,1,876.75
6762-NSODU,Female,46,Yes,3,Los Angeles,90015,34.039224,-118.266293,9,46,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,-1.4163273431357921,-0.5834521777047833,-0.24829533787400415,-0.2732809709900021,-0.19585105112545373,1541.43,Stayed,45-54,1,1560.83
6762-QVYJO,Female,25,Yes,3,Acton,93510,34.501452,-118.207862,8,58,Offer B,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,-0.12325468906690945,0.5930441273995124,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,3624.35,Stayed,25-34,1,3684.1
6765-MBQNU,Female,56,Yes,0,Phillipsville,95559,40.184094,-123.745487,7,26,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,-1.204821035407053,-0.7044024579647367,-0.24829533787400415,-0.2732809709900021,0.14305710731863178,1554.27,Stayed,55-64,0,1580.27
6766-HFKLA,Female,60,Yes,0,Cazadero,95421,38.578807,-123.19338,10,56,No Offer,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,1.2691618368139568,1.5285223986548975,-0.24829533787400415,-0.2732809709900021,-0.2147488364990697,6311.63,Stayed,55-64,0,6414.83
6769-DCQLI,Male,21,No,0,Pope Valley,94567,38.672708,-122.403219,0,52,No Offer,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.326845375285431,1.3884212896343386,-0.24829533787400415,-0.2732809709900021,2.1425136665423525,7989.93,Churned,18-24,0,8094.93
6769-DYBQN,Male,77,No,0,Clearlake,95422,38.965804,-122.631779,0,46,No Offer,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.6859171700468275,0.7453020413130363,-0.24829533787400415,-0.2732809709900021,1.113529252948963,5661.28,Churned,65+,0,5746.280000000001
6770-UAYGJ,Female,23,Yes,2,Lebec,93243,34.845861,-118.885163,8,49,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,-1.2288558431035006,-0.4715919221560852,-0.24829533787400415,-0.2732809709900021,1.0627060214097943,2860.5,Stayed,18-24,1,2885.75
6770-XUAGN,Female,30,Yes,0,North Hollywood,91605,34.207295,-118.400022,1,1,Offer E,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Bank Withdrawal,-1.365053086716704,-0.9969821125665682,-0.24829533787400415,-0.2732809709900021,-0.8650924979003464,37.66,Churned,25-34,0,58.66
6771-XWBDM,Female,47,Yes,0,White Water,92282,33.972293,-116.654195,1,57,No Offer,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,1.310822170154466,1.6066260090380122,-0.24829533787400415,-0.2732809709900021,1.816916635670808,8208.76,Churned,45-54,0,8313.26
6772-KSATR,Male,31,No,0,Eagleville,96110,41.280341,-120.150381,0,1,Offer E,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.580164016182458,-0.9701974281018505,-0.24829533787400415,-0.2732809709900021,-0.8731831122634257,91.51,Churned,25-34,0,173.21
6772-WFQRD,Male,58,No,3,Castella,96017,41.121108,-122.336613,0,40,Offer B,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Bank Withdrawal,-1.384280932873862,-0.6290126170949336,3.8705947428622802,-0.2732809709900021,0.3629564623723707,1878.75,Stayed,55-64,1,1899.15
6773-LQTVT,Female,67,Yes,1,Long Beach,90803,33.760458,-118.129725,8,29,No Offer,No,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,-0.8955731763794268,-0.5538875342264292,2.9240725369050637,-0.2732809709900021,-0.884769816920624,1000.08,Stayed,65+,1,1035.7300000000002
6776-TLWOI,Male,29,No,0,Livingston,95334,37.361987,-120.748394,0,3,Offer E,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Mailed Check,-1.4019064585179235,-0.977765094305638,-0.24829533787400415,-0.2732809709900021,-0.7713476713313526,160.58,Churned,25-34,0,180.43
6777-TGHTM,Female,44,No,0,San Francisco,94122,37.760412,-122.484966,0,53,No Offer,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,1.389335875296195,1.5466803849106328,-0.24829533787400415,-0.2732809709900021,0.9806778217724428,7364.9,Churned,35-44,0,7471.85
6778-EICRF,Male,57,Yes,1,Clio,96106,39.745805,-120.580882,9,24,No Offer,Yes,Yes,Cable,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,0.3590437853751396,-0.20261985600338717,-0.24829533787400415,-0.2732809709900021,-0.6390041181367482,2029.28,Stayed,55-64,1,2104.08
6778-JFCMK,Male,28,No,0,Van Nuys,91405,34.202494,-118.448048,0,24,Offer C,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,-0.41647934296357053,-0.43757051898920307,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,1288.75,Stayed,25-34,0,1339.35
6778-YSNIH,Female,63,No,0,Riverside,92501,33.994676,-117.372498,0,2,No Offer,Yes,Yes,Cable,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.1472894967633571,-0.955878432864946,-0.24829533787400415,-0.2732809709900021,-0.820942546821236,168.19,Joined,55-64,0,227.19
6784-XYJAE,Female,38,No,0,Fort Irwin,92310,35.349241,-116.770281,0,36,No Offer,Yes,Yes,DSL,No,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,-0.24983800960153374,-0.14953587674299906,-0.24829533787400415,2.515010657896193,1.110269384972014,3700.62,Stayed,35-44,0,3756.42
6786-OBWQR,Female,20,Yes,2,Nipomo,93444,35.050345,-120.489599,8,5,No Offer,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5529245674598171,-0.8491147688412478,-0.24829533787400415,-0.2732809709900021,-0.6018345365300173,595.65,Stayed,18-24,1,676.5
6789-HJBWG,Female,20,No,0,Livingston,95334,37.361987,-120.748394,0,12,Offer D,Yes,Yes,DSL,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,-0.4549350352778868,-0.736349923454779,-0.24829533787400415,3.311665409006534,-0.6418387859427906,907.33,Stayed,18-24,0,956.73
6791-YBNAK,Male,26,Yes,2,Manteca,95337,37.750822,-121.238423,9,18,Offer D,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-1.2192419200249214,-0.799803591099366,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,467.85,Stayed,25-34,1,493.40000000000003
6794-HKIAJ,Male,44,No,0,Redondo Beach,90278,33.873395,-118.37019,0,62,No Offer,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.8685817085398296,1.458846917979791,-0.24829533787400415,-0.2732809709900021,0.49925673937957576,6758.25,Stayed,35-44,0,6848.95
6797-LNAQX,Male,34,Yes,0,Poway,92064,32.984395,-117.013454,1,70,Offer A,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,1.1121344265304989,2.0205972072352947,-0.24829533787400415,0.5233737801203393,1.561666610852549,8950.8,Churned,25-34,0,9049.1
6797-UCJHZ,Female,74,Yes,0,Simi Valley,93065,34.269449,-118.768471,7,66,Offer A,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Credit Card,1.3140268111806588,2.002924610648607,-0.24829533787400415,-0.2732809709900021,1.103820515713268,8503.11,Stayed,65+,0,8607.710000000001
6804-GDMOI,Female,39,No,0,Brea,92823,33.924143,-117.79387,0,61,No Offer,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,1.3781196317045192,1.830368583302183,-0.24829533787400415,-0.2732809709900021,2.0857612548422124,8943.43,Churned,35-44,0,9050.03
6806-YDEUL,Female,67,No,0,Sacramento,95817,38.550722,-121.457314,0,6,Offer E,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,-1.4131227021095991,-0.9591217183808549,-0.24829533787400415,-0.2732809709900021,-0.8703838778049588,118.98,Stayed,65+,0,138.48
6807-SIWJI,Male,47,No,0,Groveland,95321,37.902968,-119.667544,0,38,Offer C,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.3220384137461414,0.7090522583018901,-0.24829533787400415,-0.2732809709900021,-0.6899808941820773,4052.17,Stayed,45-54,0,4157.0199999999995
6810-VCAEX,Female,57,No,0,Los Angeles,90064,34.037251,-118.423573,0,47,Offer B,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,-0.767387535331706,-0.21257034421886306,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,1798.65,Stayed,55-64,0,1838.3000000000002
6813-GZQCG,Female,21,Yes,1,Milford,96121,40.181279,-120.392967,5,45,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,-1.2480836892606586,-0.48939689774342243,-0.24829533787400415,-0.2732809709900021,1.1120764856983663,2861.95,Stayed,18-24,1,2886.6000000000004
6814-ZPWFQ,Male,67,No,0,Santa Clarita,91350,34.502432,-118.41459,0,51,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,-1.236867445668983,-0.449947955549917,-0.24829533787400415,-0.2732809709900021,-0.6974337082887971,1419.31,Stayed,65+,0,1444.31
6815-ABQFQ,Male,53,Yes,0,Silverado,92676,33.782346,-117.635263,1,56,No Offer,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.3989497983747738,1.6560254394469933,-0.24829533787400415,-0.2732809709900021,0.06966283337385076,6841.38,Stayed,45-54,0,6948.63
6817-WTYHE,Male,56,No,0,Happy Camp,96039,41.831901,-123.487478,0,2,No Offer,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-0.5991438814565726,-0.9572463492049892,-0.24829533787400415,-0.2732809709900021,-0.8727697232083779,121.21,Joined,55-64,0,166.10999999999999
6818-DJXAA,Female,43,No,3,Alturas,96101,41.468877,-120.54229,0,10,No Offer,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8814002726446014,-0.5807163450246969,-0.24829533787400415,-0.2732809709900021,-0.3777186131147904,1393.65,Stayed,35-44,1,1484.75
6818-WOBHJ,Female,70,Yes,0,Fulton,95439,38.493888,-122.777141,1,68,Offer A,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8333306572517062,1.6976365719844382,-0.24829533787400415,-0.2732809709900021,1.053245317607128,7768.44,Churned,65+,0,7858.040000000001
6821-BUXUX,Female,28,No,0,Temecula,92592,33.507255,-117.029473,0,13,Offer D,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.0592578495983143,-0.45709642158498176,-0.24829533787400415,-0.2732809709900021,-0.6234370674352321,1465.76,Churned,25-34,0,1562.41
6821-JPCDC,Female,29,Yes,0,Castro Valley,94552,37.722727,-122.02157,4,48,No Offer,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.072076413703086,1.0645781277124862,-0.24829533787400415,-0.2732809709900021,1.8161016686765707,6979.67,Stayed,25-34,0,7076.719999999999
6823-SIDFQ,Male,58,No,0,Parker Dam,92267,34.273872,-114.192901,0,28,Offer C,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,-1.4531807149370117,-0.7703051371213365,-0.24829533787400415,-0.2732809709900021,0.45097289774998706,1665.62,Stayed,55-64,0,1683.8700000000001
6825-UYPFK,Female,47,No,0,Sun City,92586,33.707483,-117.200006,0,23,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.38468091358468365,-0.23024294080555094,-0.24829533787400415,-0.2732809709900021,-0.13472852655766457,2393.63,Churned,45-54,0,2469.2299999999996
6827-IEAUQ,Female,46,Yes,0,Los Angeles,90035,34.051809,-118.383843,5,27,No Offer,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,0.08184233660944386,-0.1791225833881281,-0.24829533787400415,-0.2732809709900021,0.3975275984902294,2960.12,Stayed,45-54,0,3026.2700000000004
6828-HMKWP,Male,24,Yes,1,Berkeley,94710,37.872902,-122.303708,3,12,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,-1.363450766203607,-0.890615585544818,-0.24829533787400415,-0.2732809709900021,-0.18035486711908863,858.45,Stayed,18-24,1,879.5
6833-JMZYP,Female,54,No,0,Hesperia,92345,34.361387,-117.337509,0,15,No Offer,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.9743348624041991,-0.3419487541868248,-0.24829533787400415,-0.2732809709900021,-0.6140590414435753,1734.65,Stayed,45-54,0,1828.65
6834-NXDCA,Female,30,No,0,South Dos Palos,93665,36.959731,-120.653519,0,13,No Offer,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.2721184969571064,-0.8735166312942774,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,300.8,Churned,25-34,0,324.7
6837-BJYDQ,Male,42,No,0,Wilmington,90744,33.782068,-118.262263,0,3,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,-1.4099180610834061,-0.9791771369792311,-0.24829533787400415,-0.2732809709900021,-0.7584499328138596,168.3,Joined,35-44,0,187.9
6837-HAEVO,Male,47,Yes,2,Moreno Valley,92551,33.88274,-117.224878,9,69,Offer A,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,1.326845375285431,2.213980864017216,-0.24829533787400415,-0.2732809709900021,0.9480909531188135,8849.56,Stayed,45-54,1,8954.56
6838-HVLXG,Female,26,No,0,Keyes,95328,37.555631,-120.911653,0,12,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Mailed Check,-1.387485573900055,-0.8973889777447096,-0.24829533787400415,-0.2732809709900021,-0.42668749946417284,634.54,Stayed,25-34,0,654.8399999999999
6838-YAUVY,Female,26,No,0,Petaluma,94952,38.237018,-122.77872,0,54,No Offer,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,1.0095859136923222,1.2286839621841268,-0.24829533787400415,-0.2732809709900021,-0.13471671544180605,5699.89,Stayed,25-34,0,5794.990000000001
6839-ITVZJ,Female,35,Yes,0,Los Angeles,90037,34.002642,-118.287596,1,26,No Offer,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.11364076598833049,-0.29310090294721575,-0.24829533787400415,-0.2732809709900021,-0.19904005240725134,2196.73,Churned,35-44,0,2256.78
6840-RESVB,Male,38,Yes,2,Adelanto,92301,34.667815,-117.536183,1,24,Offer C,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,0.6795078879944414,-0.12791397330360574,5.85474824412019,-0.2732809709900021,0.13712792715765978,2807.47,Stayed,35-44,1,2892.2700000000004
6844-DZKRF,Male,61,No,0,Irvine,92604,33.688546,-117.788091,0,2,No Offer,Yes,Yes,Cable,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,-0.42929790706834253,-0.9580406232088854,-0.24829533787400415,0.1250464045651686,-0.8697933220120333,131.93,Joined,55-64,0,182.13
6845-RGTYS,Female,29,Yes,0,San Diego,92117,32.825086,-117.199424,1,47,No Offer,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.1265553111483675,0.9943069415344578,-0.24829533787400415,-0.2732809709900021,-0.7254496751051828,4668.59,Churned,25-34,0,4767.34
6847-KJLTS,Female,72,Yes,0,Frazier Park,93225,34.827662,-118.999073,8,58,Offer B,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.1794318880805523,1.5309272838333605,-0.24829533787400415,-0.2732809709900021,2.3582318865821787,8495.52,Stayed,65+,0,8595.92
